tgt,input,show_inp,ent1,ent2,id
"Component-Whole(e1,e2)","In other words , the ENT_1_START bow ENT_1_END of the ENT_2_START vessel ENT_2_END points at the ' windy ' extended edge of the table .","In other words , the ENT_1_START bow ENT_1_END of the ENT_2_START vessel ENT_2_END points at the ' windy ' extended edge of the table .",bow,vessel,2012
Other,The hotel is in the style of a ENT_1_START country ENT_1_END ENT_2_START lodge ENT_2_END and only has 18 rooms .,The hotel is in the style of a ENT_1_START country ENT_1_END ENT_2_START lodge ENT_2_END and only has 18 rooms .,country,lodge,7807
"Message-Topic(e1,e2)",The lead serves both as an introduction to the article and as a ENT_1_START summary ENT_1_END of the important ENT_2_START aspects ENT_2_END of the subject of the article .,The lead serves both as an introduction to the article and as a ENT_1_START summary ENT_1_END of the important ENT_2_START aspects ENT_2_END of the subject of the article .,summary,aspects,619
"Product-Producer(e1,e2)",Many other ENT_1_START references ENT_1_END were obtained from various ENT_2_START scholars ENT_2_END worldwide .,Many other ENT_1_START references ENT_1_END were obtained from various ENT_2_START scholars ENT_2_END worldwide .,references,scholars,4547
Other,He combines strawberries and ENT_1_START powder ENT_1_END ENT_2_START sugar ENT_2_END and mixes well .,He combines strawberries and ENT_1_START powder ENT_1_END ENT_2_START sugar ENT_2_END and mixes well .,powder,sugar,7864
"Component-Whole(e1,e2)",The ENT_1_START aisles ENT_1_END in the ENT_2_START supermarket ENT_2_END are well - designed .,The ENT_1_START aisles ENT_1_END in the ENT_2_START supermarket ENT_2_END are well - designed .,aisles,supermarket,6098
"Entity-Destination(e1,e2)",Security ENT_1_START cameras ENT_1_END have been installed in commuter ENT_2_START trains ENT_2_END to prevent groping .,Security ENT_1_START cameras ENT_1_END have been installed in commuter ENT_2_START trains ENT_2_END to prevent groping .,cameras,trains,4531
"Component-Whole(e1,e2)","The fragment that first caught the eye of Stais was one of the corroded , inscribed ENT_1_START plates ENT_1_END that is an integral part of the Antikythera ENT_2_START mechanism ENT_2_END , as the device later came to be called .","The fragment that first caught the eye of Stais was one of the corroded , inscribed ENT_1_START plates ENT_1_END that is an integral part of the Antikythera ENT_2_START mechanism ENT_2_END , as the device later came to be called .",plates,mechanism,2289
"Member-Collection(e2,e1)",The ENT_1_START list ENT_1_END contained ENT_2_START books ENT_2_END of various genres and reading and interest levels .,The ENT_1_START list ENT_1_END contained ENT_2_START books ENT_2_END of various genres and reading and interest levels .,list,books,7313
Other,The ENT_1_START kids ENT_1_END dug into the Baked Ziti with ENT_2_START gusto ENT_2_END .,The ENT_1_START kids ENT_1_END dug into the Baked Ziti with ENT_2_START gusto ENT_2_END .,kids,gusto,6980
"Product-Producer(e2,e1)","When the ENT_1_START statesman ENT_1_END threw together a ENT_2_START draft ENT_2_END of the constitution in 1776 , he probably did not realise he would be working in a couple of the positions specified quite so soon .","When the ENT_1_START statesman ENT_1_END threw together a ENT_2_START draft ENT_2_END of the constitution in 1776 , he probably did not realise he would be working in a couple of the positions specified quite so soon .",statesman,draft,755
"Instrument-Agency(e2,e1)","Originally , the typewriter sales companies sold the ENT_1_START typist ENT_1_END with the ENT_2_START typewriter ENT_2_END .","Originally , the typewriter sales companies sold the ENT_1_START typist ENT_1_END with the ENT_2_START typewriter ENT_2_END .",typist,typewriter,7740
"Member-Collection(e2,e1)","Her shallow waters seethe at times , standing tall and swaying back and forth like a ENT_1_START quiver ENT_1_END of king ENT_2_START cobras ENT_2_END .","Her shallow waters seethe at times , standing tall and swaying back and forth like a ENT_1_START quiver ENT_1_END of king ENT_2_START cobras ENT_2_END .",quiver,cobras,405
"Cause-Effect(e2,e1)",Many ENT_1_START shoulder problems ENT_1_END are caused by the ENT_2_START breakdown ENT_2_END of soft tissues in the shoulder region .,Many ENT_1_START shoulder problems ENT_1_END are caused by the ENT_2_START breakdown ENT_2_END of soft tissues in the shoulder region .,shoulder problems,breakdown,1252
"Cause-Effect(e1,e2)","In addition to the Sudanese rebels , the ENT_1_START bombing ENT_1_END resulted in the ENT_2_START deaths ENT_2_END of several Chadian civilians and livestock .","In addition to the Sudanese rebels , the ENT_1_START bombing ENT_1_END resulted in the ENT_2_START deaths ENT_2_END of several Chadian civilians and livestock .",bombing,deaths,2940
"Entity-Origin(e2,e1)","In some Asian countries , including China , Malaysia and the Philippines , the ENT_1_START turtles ENT_1_END are farmed for ENT_2_START food ENT_2_END .","In some Asian countries , including China , Malaysia and the Philippines , the ENT_1_START turtles ENT_1_END are farmed for ENT_2_START food ENT_2_END .",turtles,food,7990
"Component-Whole(e2,e1)","Of these one of the very first that occurred to me was , that there is seldom so much perfection in ENT_1_START works ENT_1_END composed of many separate ENT_2_START parts ENT_2_END , upon which different hands had been employed , as in those completed by a single master .","Of these one of the very first that occurred to me was , that there is seldom so much perfection in ENT_1_START works ENT_1_END composed of many separate ENT_2_START parts ENT_2_END , upon which different hands had been employed , as in those completed by a single master .",works,parts,4368
"Cause-Effect(e2,e1)",Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin ENT_1_START irritation ENT_1_END from the ENT_2_START sun ENT_2_END and environmental pollutants .,Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin ENT_1_START irritation ENT_1_END from the ENT_2_START sun ENT_2_END and environmental pollutants .,irritation,sun,6770
"Cause-Effect(e2,e1)",Characteristics of a vacuum ENT_1_START spark ENT_1_END triggered by the transient hollowcathode discharge electron ENT_2_START beam ENT_2_END .,Characteristics of a vacuum ENT_1_START spark ENT_1_END triggered by the transient hollowcathode discharge electron ENT_2_START beam ENT_2_END .,spark,beam,6053
"Message-Topic(e1,e2)","The ENT_1_START paper ENT_1_END inquires into energy ENT_2_START storage ENT_2_END examining electrical energy storage devices , especially supercapacitors .","The ENT_1_START paper ENT_1_END inquires into energy ENT_2_START storage ENT_2_END examining electrical energy storage devices , especially supercapacitors .",paper,storage,5203
"Entity-Origin(e1,e2)","In other news , a young and deadly ENT_1_START kitten ENT_1_END has absconded from an interrogation ENT_2_START room ENT_2_END at about 3:00 AM this morning .","In other news , a young and deadly ENT_1_START kitten ENT_1_END has absconded from an interrogation ENT_2_START room ENT_2_END at about 3:00 AM this morning .",kitten,room,3651
"Cause-Effect(e2,e1)",Lenin and the other leaders of the Soviet Union set about repairing the ENT_1_START damage ENT_1_END caused by the revolution and the civil ENT_2_START war ENT_2_END .,Lenin and the other leaders of the Soviet Union set about repairing the ENT_1_START damage ENT_1_END caused by the revolution and the civil ENT_2_START war ENT_2_END .,damage,war,1676
"Component-Whole(e1,e2)","In particular , we missed the way ENT_1_START music ENT_1_END was a part of the everyday ENT_2_START culture ENT_2_END in Holland .","In particular , we missed the way ENT_1_START music ENT_1_END was a part of the everyday ENT_2_START culture ENT_2_END in Holland .",music,culture,6206
"Member-Collection(e2,e1)",A ENT_1_START covey ENT_1_END of ENT_2_START partridges ENT_2_END nested in my pear grove .,A ENT_1_START covey ENT_1_END of ENT_2_START partridges ENT_2_END nested in my pear grove .,covey,partridges,4937
"Product-Producer(e1,e2)","The ENT_1_START devices ENT_1_END were manufactured at the ENT_2_START factory ENT_2_END in Beaverton well into the 1980s , when production was shifted elsewhere and portions of the factory sold .","The ENT_1_START devices ENT_1_END were manufactured at the ENT_2_START factory ENT_2_END in Beaverton well into the 1980s , when production was shifted elsewhere and portions of the factory sold .",devices,factory,134
"Member-Collection(e2,e1)",I had a ENT_1_START nest ENT_1_END of garter ENT_2_START snakes ENT_2_END in the crack between the sidewalk and foundation last year .,I had a ENT_1_START nest ENT_1_END of garter ENT_2_START snakes ENT_2_END in the crack between the sidewalk and foundation last year .,nest,snakes,2396
"Content-Container(e2,e1)",The total ENT_1_START contents ENT_1_END of the purse included a ENT_2_START cell phone ENT_2_END and wallet valued at $ 120 .,The total ENT_1_START contents ENT_1_END of the purse included a ENT_2_START cell phone ENT_2_END and wallet valued at $ 120 .,contents,cell phone,7886
"Cause-Effect(e2,e1)",The ENT_1_START changes ENT_1_END now seen in the endometrium are caused by a ENT_2_START hormone ENT_2_END called progesterone .,The ENT_1_START changes ENT_1_END now seen in the endometrium are caused by a ENT_2_START hormone ENT_2_END called progesterone .,changes,hormone,756
"Component-Whole(e1,e2)","A user drags the ENT_1_START knob ENT_1_END of the ENT_2_START slider ENT_2_END , select a word , and the Japanese translation of the word is displayed at the center of the screen immediately .","A user drags the ENT_1_START knob ENT_1_END of the ENT_2_START slider ENT_2_END , select a word , and the Japanese translation of the word is displayed at the center of the screen immediately .",knob,slider,2699
"Message-Topic(e1,e2)",My ENT_1_START remark ENT_1_END pertained to your earlier ENT_2_START comments ENT_2_END .,My ENT_1_START remark ENT_1_END pertained to your earlier ENT_2_START comments ENT_2_END .,remark,comments,4927
Other,The following information appeared in the ENT_1_START notes ENT_1_END to consolidated financial ENT_2_START statements ENT_2_END of some corporate annual reports .,The following information appeared in the ENT_1_START notes ENT_1_END to consolidated financial ENT_2_START statements ENT_2_END of some corporate annual reports .,notes,statements,49
"Product-Producer(e2,e1)","On eastern side the ENT_1_START company ENT_1_END has carved out 30 - foot ENT_2_START benches ENT_2_END , known as "" Mayan steps . ""","On eastern side the ENT_1_START company ENT_1_END has carved out 30 - foot ENT_2_START benches ENT_2_END , known as "" Mayan steps . """,company,benches,3059
Other,"After ENT_1_START receipt ENT_1_END of the invoice through the ENT_2_START air - mail ENT_2_END or the email , we send it the accounting department for payment procedures .","After ENT_1_START receipt ENT_1_END of the invoice through the ENT_2_START air - mail ENT_2_END or the email , we send it the accounting department for payment procedures .",receipt,air - mail,5011
"Product-Producer(e2,e1)",The ENT_1_START manufacturers ENT_1_END of ENT_2_START pyrometers ENT_2_END put up an excellent show .,The ENT_1_START manufacturers ENT_1_END of ENT_2_START pyrometers ENT_2_END put up an excellent show .,manufacturers,pyrometers,6680
"Product-Producer(e2,e1)","The ENT_1_START factory ENT_1_END 's products have included flower pots , Finnish rooster - whistles , pans , ENT_2_START trays ENT_2_END , tea pots , ash trays and air moisturisers .","The ENT_1_START factory ENT_1_END 's products have included flower pots , Finnish rooster - whistles , pans , ENT_2_START trays ENT_2_END , tea pots , ash trays and air moisturisers .",factory,trays,18
Other,"On the last day , in a small shop in the Plaka , the oldest quarter in Athens , I bought a ENT_1_START silver ENT_1_END ENT_2_START ring ENT_2_END with Athena 's image carved on it .","On the last day , in a small shop in the Plaka , the oldest quarter in Athens , I bought a ENT_1_START silver ENT_1_END ENT_2_START ring ENT_2_END with Athena 's image carved on it .",silver,ring,4193
"Entity-Origin(e1,e2)",They took her address and two years later a ENT_1_START letter ENT_1_END arrived from an ENT_2_START agent ENT_2_END asking if she 'd like a part in a big motion picture .,They took her address and two years later a ENT_1_START letter ENT_1_END arrived from an ENT_2_START agent ENT_2_END asking if she 'd like a part in a big motion picture .,letter,agent,6864
"Component-Whole(e1,e2)",Microorganisms in your oral flora gain access to the pulp chamber and ENT_1_START root canals ENT_1_END in the affected ENT_2_START tooth ENT_2_END .,Microorganisms in your oral flora gain access to the pulp chamber and ENT_1_START root canals ENT_1_END in the affected ENT_2_START tooth ENT_2_END .,root canals,tooth,6825
